intent,question,answer
Confirmacao de cambio/taxas,Boa tarde gostaria d saa as ver quanto chega y50.000 em reais incluindo já a taxa? Obrigado,"Boa tarde,  ¥50,000 (incluindo as taxas) ---> 1,560.94 Qualquer dúvida estamos à disposição. Obrigado."
"Pedido de envio via metodo ""ByPhone""","Boa tarde Mandei dinheiro hoje, poderia enviar para conta de JJJ  TTT  Por favor","Boa tarde,  Recebemos o seu deposito no valor de 15 mil yen  Vamos processar a sua remessa. Qualquer dúvida estamos à disposição. Obrigado."
"Pedido de envio via metodo ""ByPhone""",Boa tarde Pode depositar ¥7.000 para pensando o Japao Por favor,"Boa tarde! Vamos processar a sua remessa, obrigado."
Solicitacao de cartao de remessas,"Boa tarde , hoje fiz um depósito pelo atm do correio e o primeiro depósito foi tudo correto , mas quando fui fazer um outro depósito o meu cartão não funcionou mais , segundo a funcionária do correio ela pediu para entrar em contato com vocês para providenciar um outro cartão de remessa , como devo proceder?",Um novo cartão foi solicitado e deverá chegar em seu endereço dentre de 3 a 4 dias úteis. Qualquer dúvida estamos à disposição. Obrigado.
Confirmacao de cambio/taxas,"E hoje fosse enviar pro Brasil , 180,000 yen.  daria quanto em real ?","Boa tarde Ao ser depositado ¥180,000, será enviado BRL 5,784, já com a taxa de remessa inclusa e na cotação de hoje"
"Pedido de envio via metodo ""ByPhone""",Oi enviei 180.000 yenes beneficiário SSSS  AAA,"Boa tarde! Vamos processar a sua remessa, obrigado."
"Pedido de envio via metodo ""ByPhone""",Boa tarde Equipe Tóquio. Por favor processar a remessa.,Boa tarde Vamos processar a remessa. Obrigado
"Pedido de envio via metodo ""ByPhone""","Favor processar a remessa DE 35,500 mil yen para AAA MMMM BANCO CAIXA ECONÔMICA FEDERAL CONTA POUPANÇA AGÊNCIA XXXX  CONTA POUPANÇA xxxxx-x",Vamos processar sua remessa. Obrigado
Como se inscrever,Vcs envia remessas direto via Pix ? Se eu passar o número do Pix e nome do beneficiários já serve ?,A senhora precisa baixá-lo na loga de aplicativos do seu celular é só procurar por Brastel Remit
Problemas/Duvidas sobre deposito,A transferência posso fazer no ATM do banco correio ou tem banco,"Pode fazer no Banco do correio, seguindo o passo a passo para depósito na conta da Brastel"
Confirmacao de cambio/taxas,"Qual valor da taxa se for feito depósito, transferência banco correio","São duas taxas: A taxa de depósito do Banco. Se a senhora pedir o cartão da Brastel, a taxa muda de acordo com o valor e o dia Por depósito, o correio desconta a taxa de serviço: Até 49.999 ienes: 125 ienes de taxa De 50.000 ienes a 100.000 ienes: 345 ienes de taxa"
Confirmacao de cambio/taxas,Da pra mandar 430 .000 yens Da quanto em real hj Na cotação de hj,"Ao ser depositado ¥430,000, será entregue BRL 13,878 já com a taxa de remessa inclusa"
Confirmacao de cambio/taxas,E 6 mil reais da quanto yen ? Pra depositar do Japão ao Brasil ? Onegai shimassu,"Para ser entregue BRL 6,000, deve ser depositado ¥186,658 já com a taxa de remessa inclusa."
Como se inscrever,Como enviar dinheiro do Japão?,"Bom dia!  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
"Pedido de envio via metodo ""ByPhone""",Bom dia! Fiz uma remessa Dados do cliente: ***,"Bom dia,  Vamos processar a sua remessa.  Obrigado!"
"Pedido de envio via metodo ""ByPhone""","Efetuei um depósito de 150,000ienes em mitsuisumitomo.  Favor remeter  50,000 a AAA   50,000 a IIIII   50,000 a VVVVV  Muito obrigado",Bom dia! Vamos processar. Obrigado.
Cadastro de beneficiario,Oi bom dia tudo bem Posso enviar meus dados por aqui pra fazer o cadastro de remessa pra o Brasil,"Bom dia, Terezinha!  O cadastro é feito pelo aplicativo Brastel Remit. Por favor baixe o aplicativo e clique em ""criar conta"" preencha os dados para realizar o cadastro. Qualquer dúvida estamos à disposição. Obrigado."
Problemas/Duvidas sobre deposito,,Bom dia Obrigado pelo envio do comprovante.  O valor esta disponivel do seu app. Qualquer dúvida estamos à disposição.
Problemas/Duvidas sobre deposito,Perfeito Me envie por favor  como devo fazer o depósito pra vcs,"link ""Como transferir dinheiro da sua conta no Japan Post Bank para a Brastel"""
"Pedido de envio via metodo ""ByPhone""",Boa tarde. Acabei de fazer uma remessa de ¥14440 para o beneficiário  KKKK,Boa tarde  Vamos processar sua remessa Obrigado
"Pedido de envio via metodo ""ByPhone""",Boa tarde Olá Sou KKKK MMM Fiz um depósito no valor de 100.000 Beneficiária SSS MMM Onegai Shimasu Conta (Bradesco),"Boa tarde,  Vamos processar a sua remessa.  Qualquer dúvida estamos à disposição. Obrigado."
Problemas/Duvidas de atualizacao de dados cadastrais,Boa tarde... preciso atualizar meu documento,Boa tarde   Recebemos as fotos do seu documento pelo seu aplicativo. Seu cadastro foi atualizado com sucesso! Qualquer dúvida estamos à disposição. Obrigado.
Reembolso,Prontinho poderiam me reembolsar aqui,"Boa tarde, Por favor, poderia nos enviar a foto da sua caderneta bancária (contra-capa)? Taxa de reembolso: 750 ienes"
Problemas/Duvidas sobre remessas,"Assim que o saldo for inserido no aplicativo,como faço para transferir para o Brasil?","Na tela inicial, do lado do nome do beneficiário, clique em enviar dinheiro. Se pretende enviar o valor total do saldo, do lado da bandeira do Japão digite o valor que está no saldo (sem pontos ou vírgulas). Depois clique em um campo em branco para ver o botão PRÓXIMO. Clique no botão PRÓXIMO 2 vezes e no final, antes de confirmar, precisa clicar no quadradinho para aceitar os termos e condições do serviço."
Confirmacao de cambio/taxas,"E 6 mil no Brasil , tenho que depositar quanto ?","¥187,695 incluindo a taxa de remessa da Brastel.  Você usa cartão de depósito da Brastel ou transfere da sua conta bancária?"
Confirmacao de cambio/taxas,Bom dia eu gostaria de saber quanto é 450.000pra mandar pro Brasil real desde já agradeço,"Bom dia,  450.000 ---->R$14,840.26 com taxa inclusa."
Confirmacao de cambio/taxas,Essa taxa inclusa Quanto é mais ou menos Desculpe incomodarmuito obrigada,Taxa de envio para o Brasil: Remessas até ¥30.000 taxa ¥880 De ¥30.001~¥300.000 taxa ¥1.480 De ¥300.001~¥800.000 taxa ¥1.680
Problemas/Duvidas sobre remessas,Olá boa tarde Preciso fazer uma remessa mas não me lembro mais como faço ?,"Boa tarde,  Usando o aplicativo da Brastel Remit, você coloca o dinheiro no saldo do aplicativo feito no caixa eletrônico por transferência bancária ou por depósito(com o cartão que a Brastel enviou). Para depositar siga o passo a passo: 1. Abra seu aplicativo Brastel Remit 2. Clique nas três linhas no canto esquerdo do app. (Menu) 3.Instruções de depósito. 4.Escolha a opção (cartão de depósito Yucho) ou transferência bancária (cartão do banco do correio). 5.Selecione a caixa eletrônica (ATM) 6. Siga o passo a passo, exatamente como está no app."
"Pedido de envio via metodo ""ByPhone""","Boa tarde Por favor efetuei um depósito no valor de 160.000 Ienes, a ser enviado o valor total ao dependente BBB YYY Obrigado","Boa tarde,  Vamos processar a sua remessa.  Qualquer dúvida estamos à disposição. Obrigado."
Problemas/Duvidas sobre remessas,Boa tarde como faço para fazer uma remessa ???,"Boa tarde,   Conforme conversamos por telefone seu cadastro está ativo já pode enviar remessass. O passo a passo é : Enviar dinheiro pelo app:  1-Ao fazer o deposito com o cartão que a brastel enviou ou com o seu cartão do banco (transferência bancária) valor entra no saldo do aplicativo da brastel remit 2- Verifique na tela inicial ""Meu saldo"". 3- Registre no seu aplicativo para quem deseja enviar: Clicar nas 3 linhas no canto esquerdo do App da Brastel > beneficiario > adicionar beneficiario. 4- Na tela inicial aparecerá o nome do beneficiário: Ex: João -------- *Enviar dinheiro*( Clicar em cima do enviar dinheiro ao lado do nome do beneficiário). 5- Aparece a bandeira do japão e ao lado digite o valor que deseja enviar e logo abaixo na bandeira aparece o valor em reais que a beneficiária irá receber. 6- Abaixo coloque a fonte de recurso. 7- Motivo da remessa E clica em próximo para prosseguir. Qualquer dúvida estamos à disposição. Obrigado."
Cadastro de beneficiario,Boa tarde ! Havia um erro no número da conta do destinatário que impediu que uma remessa fosse realizada. O erro estava no número da conta que estava faltando o último dígito. O número correto da conta é 48756938-5,Boa tarde! Vamos enviar a correção para o banco fazer o pagamento da sua remessa. Favor corrigir no app para não ter problemas nas próximas remessas.
Termos e condicoes do servico,Vocês fazem remessa para Venezuela?,Boa tarde A Venezuela não está na nossa lista de remessa
Solicitacao de cartao de remessas,E sobre o cartão pra mandar mais de 100 mil,"Boa tarde, Seu endereço foi atualizado. Vamos enviar um novo cartão de depósito."
Tempo de entrega do cartao,O cartao demora quanto tempo?,3 a 4 dias úteis.  Qualquer dúvida estamos à disposição. Obrigada.
"Pedido de envio via metodo ""ByPhone""",Favor enviar esta transferência para LLL M Muito obrigado!!,"Boa noite! Obrigado por informar, vamos processar a sua remessa."
Termos e condicoes do servico,Olá bom dia o dinheiro ainda não chegou lá em Porto Alegre Não sei porque porque geralmente chega cedo né chega mesmo dianão sei se mudou obrigada tenha um bom dia,Olá bom dia o dinheiro ainda não chegou lá em Porto Alegre Não sei porque porque geralmente chega cedo né chega mesmo dianão sei se mudou obrigada tenha um bom dia
Confirmacao de cambio/taxas,Bom dia ! Para eu depositar 600 reais ; eu divido os 600 pelo valor de 1 yene que está registrado em real no aplicativo da brastel remit ?,"Bom dia, Precisa multilicar pelo valor do Real /Iene (BRL 0.0325011174/¥ taxa de hoje). O senhor também pode utilizar o simulador, mas acosalhamos que no final adicione ¥1 no tatal. https://brastelremit.jp/por/simulator Na cotação atual: 600 reais: ¥19,342 incluindo a taxa de remessa."
Tempo de remessa,Obrigado chaga hj se depositar agora,Qualquer dúvida estamos à disposição.  Obrigado
Como se inscrever,Meu nome é RR gostaria de saber como remessar o dinheiro para o Brasil pela brastel remiti nunca fiz si pude fazer através da caixa eletrônico Se eu preciso preencher alguma formulário,"Boa tarde! O senhor ja tem o cadastro de remessa através do aplicativo Brastel Remit. No app, o senhor precisa registrar o beneficiário. https://www.youtube.com/watch?v=369oe0GxgPo&t=30s E no app, o senhor também pode ver as instruções de depósito. Menu > Instruções de depósito. Qualquer dúvida estamos à disposição. Obrigada."
Como se inscrever,Como enviar dinheiro do Japão?,"oa tarde, A senhora já tem cadastro na Brastel Remit? Caso ainda não tenha:  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horáriohttps://brastelremit.jp/por/24hh"
Tempo de remessa,"Oi boa tarde Se eu fizer um depósito amanhã até 11:00 da manhã, que dia chega no Brasil?","Boa tarde, Em geral as remessas são pagas no mesmo dia, mas caso ocorra algum atraso devido ao sistema com o banco, a remessa pode ser paga no próximo dia útil."
Tempo de entrega do cartao,Gostaria de saber se podem confirmar se será enviado O cartão de remessa para o meu endereço do Japão Pode me confirmar,Boa tarde! Foi solicitado um cartão hoje e deverá chegar em seu endereço cadastrado no aplicativo dentro de 3 a 4 dias úteis.
Confirmacao de cambio/taxas,Quanto custa para enviar para Austrália?,Boa tarde!  Até ¥30.000 -> ¥880 De ¥30.001 a ¥100.000 -> ¥1.480 De ¥100.001 a ¥800.000 -> ¥1.680
Tempo de remessa,fiz uma remessa hoje às 6:30 da manhã e ainda não chegou na minha conta do Brasil,"Boa noite! O atraso no pagamento da remessa pode acontecer devido a instabilidade no sistema de pagamento no Brasil, ou pelos dados bancários incorretos. Já estamos verificando com o banco pagador no Brasil em relação a sua remessa que ainda não foi pago ao beneficiário. Devido ao fuso horário e horário bancário do Brasil, pedimos por gentileza que aguarde. Agradecemos a sua compreensão."
Problemas/Duvidas sobre remessas,"não chegou o dinheiro na conta dela Boa noite, onegai shimasu Obrigado até aqui Deus te abençoe","Plantão Especial Bom dia A sua remessa esta pendente devido aos dados bancários do beneficiário estarem incorretos.  Por favor, você poderia enviar uma foto do cartão com os dados bancários ou acessar o aplicativo do Banco do Brasil na tela inicial que contém os dados bancários? Para que possamos enviar correção ao nosso correspondente no Brasil."
Problemas/Duvidas de atualizacao de dados cadastrais,"Bom dia, recebi um e-mail, informando sobre o cancelamento de minha conta para transferência. Peço orientação.","Bom dia A sua conta está inativa,porque o zairyu card registrado expirou. Por favor,poderia enviar as fotos de frente e verso do Zairyu card atualizado?"
Problemas/Duvidas sobre remessas,Poi bom dia gostaria de saber quantas horas demora para cai uma remessa Fiz uma remessa ontem até agora não caiu,"Bom dia, O seu cadastro precisa de atualização, pois o documento registrado expirou. Por favor, poderia nos enviar as fotos frente e verso do seu novvo Zairyu card?"
Problemas/Duvidas de atualizacao de dados cadastrais,Bom dia Mandei foto zaryo cart numero pediu pra manda que tinha atualizar foi?,"Bom dia,   O seu cadastro foi atualizado com sucesso! Qualquer dúvida estamos à disposição. Obrigado."
Problemas/Duvidas sobre remessas,Poi bom dia gostaria de saber quantas horas demora para cai uma remessa Fiz uma remessa ontem até agora não caiu,"Bom dia, O seu cadastro precisa de atualização, pois o documento registrado expirou. Por favor, poderia nos enviar as fotos frente e verso do seu novvo Zairyu card?"
Solicitacao de cartao de remessas,Bia tarde RRR I  Não recebeu o cartão laranja Retornou? por favor,"Boa tarde Só um momento O cartão laranja não foi solicitado  Pede para solicitar no app, por favor e confirmar o endereço cadastrado antes"
Problemas/Duvidas sobre remessas,Já faz 14 horas e os dados são os mesmos que demora e essa,"Olá! Devido ao fuso horário e horário de funcionamento bancário do Brasil, ainda estamos aguardando retorno do banco. Pedimos por gentileza que aguarde. Agradecemos a sua compreensão."
Problemas/Duvidas sobre remessas,"não chegou o dinheiro na conta dela Boa noite, onegai shimasu Obrigado até aqui Deus te abençoe",Plantão Especial Bom dia A sua remessa esta pendente devido aos dados bancários do beneficiário estarem incorretos.
Problemas/Duvidas de atualizacao de dados cadastrais,"Bom dia, recebi um e-mail, informando sobre o cancelamento de minha conta para transferência. Peço orientação.","Bom dia A sua conta está inativa,porque o zairyu card registrado expirou. Por favor,poderia enviar as fotos de frente e verso do Zairyu card atualizado?"
Problemas/Duvidas de atualizacao de dados cadastrais,Bom dia ! Não estou conseguindo enviar dinheiro para o Brasil gostaria de saber qual o motivo,"Bom dia A sua conta está inativa,porque o zairyu card registrado expirou. Por favor,poderia enviar as fotos de frente e verso do Zairyu card atualizado?"
Reembolso,Olá bom dia ! Sobre o reembolso Quantos dias. Demora pra cair na conta ?,Demora 1 dia util.
Acesso a conta,Boa tarde Eu gostaria usar o aplicativo da brastel mas nao lembro usuario nem a senha .não tenho como acessar,"Na tela de login do aplicativo, por gentileza vá na opção Esqueci minha senha. Será enviado uma senha temporária e nome de usuário para login no referido email."
Cadastro de beneficiario,"Boa tarde Gostaria de fazer atualizar os dados do meu beneficiário EE BBB  Bradesco Agência : xxx~x Conta corrente: yyyyy~y Endereço Av: CCC de CCC, nxn  CPF: xxxxxxxxxww EE BBB","Obrigado por informar, os dados da beneficiária foram atualizados com sucesso."
Cadastro de beneficiario,"Boa tarde, se eu for enviar uma remessa em nome de um outro beneficiário que não está cadastrado, como eu poderia fazer? Desde já agradeço.","oa tarde Todo beneficiário deve ser cadastrado Assim, pedimos que nos informe os dados abaixo relacionado ao beneficiário:  DADOS DO BENEFICIÁRIO  NOME COMPLETO: GRAU DE PARENTESCO: ENDEREÇO NO BRASIL: (Cidade e Estado apenas) CIDADE: ESTADO: TEL.DE CONTATO NO BRASIL: NOME DO BANCO: NÚMERO DA AGÊNCIA: NOME DA AGÊNCIA: (caso não tenha, deixar em branco NúMERO DA CONTA: TIPO DE CONTA(corrente ou poupança): NÚMERO DO CPF:"
Como se inscrever,Como enviar dinheiro do Japão?,"Bom dia!  Você já tem cadastro na Brastel Remit?  Caso ainda não tenha,  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
Como se inscrever,Como posso me inscrever no serviço de remessa?,"Bom dia!  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
Termos e condicoes do servico,Olá! Bom dia! Eu gostaria de saber qual o limite de dinheiro eu posso transferir para o Brasil???,Olá! Bom dia! Eu gostaria de saber qual o limite de dinheiro eu posso transferir para o Brasil???
Acesso a conta,Não consigo enviar dinheiro pra minha irmã no Brasil! Vcs podem ver o que está acontecendo por favor!,"Bom dia A sua conta não está inativa, está em modo temporario. Enviamos uma senha temporaria no seu email (zzzzzzz@vvvv.com). Você poderia verificar e acessar seu aplicativo com seu nome de usuário e senha temporária e depois criar uma nova senha?"
Problemas/Duvidas de atualizacao de dados cadastrais,Olá minha conta está inativa mas eu já atualizei os dados e o documento Como faço para ativar de novo,"Olá,   O seu cadastro já está ativo e apto para enviar remessas.  Qualquer dúvida estamos à disposição. Obrigado."
Como se inscrever,Como posso me inscrever no serviço de remessa?,"Bom dia!  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
Acesso a conta,Bom dia quero acessar uma nova senha,"Bom dia! O senhor lembra da senha atual? Se sim, a alteração da senha pode ser feita diretamente pelo app.  Menu > Minha conta > Alterar senha."
Acesso a conta,Não lembro da senha,"Caso não lembre da senha atual, poderá solicitar uma senha temporária por email. Enviamos um email com a senha temporária e o nome de usuário para o senhor logar no app. ooooo1xxx@sss.com"
Reembolso,"Boa tarde, então fazer o reembolso ainda hoje por gentileza! Pois o dinheiro tinha que estar lá amanhã para pagar fatura, desde já agradeço!","Boa tarde, Para processarmos o reembolso, por favor, poderia nos enviar as fotos frente e verso do Zairyu card e da caderneta bancária da KKK MMMM?"
Como se inscrever,Presiva de abrtir uma conta,"Boa tarde Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
Como se inscrever,"Boa noite, td bom! Gostaria saber se posso fazer o cartão? Para remessa  nao","Não encontramos o seu cadastro Já fez a inscrição na Brastel?   Assim que o seu cadastro for aprovado, a senhora pode solicitar o cartão de depósito através do próprio aplicativo da Brastel. Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h "
Acesso a conta,Bom dia! Mim chamo DDD ! Não estou conseguindo Abrir com a minha senha o meu aplicativo.,"Verificamos que o seu cadastro está cadastrado com o zairyu card vencido. Por favor, poderia nos enviar as fotos do seu zairyu card atualizado para atualizar o seu cadastro? fotos frente e verso."
Problemas/Duvidas sobre deposito,"Solicitei o cartão da Brastemp,mas queria saber se tem como depositar antes do cartão chegar?","Sim, o sr pode depositar utilizando a sua própria conta do banco do correio ou outros bancos pela transferência bancária O passo a passo está no app: menu -> instruções de depósito -> transferência bancária"
Problemas/Duvidas de atualizacao de dados cadastrais,Bom dia! Poderiam por favor atualizar meus dados! Obrigada!,"Bom dia, Flavia!  O seu cadastro foi atualizado com sucesso! Qualquer dúvida estamos à disposição. Obrigado."
Como se inscrever,Boa tarde… Tenho uma conhecida que é peruana… Ela quer saber se envia dinheiro ao Perú também. O Que precisa para fazer cadastro?! Aguardo… Obrigada,"Boa tarde! Sim fazemos remessas do Japão para o Peru também. Por gentileza, peça a ela seguir as instruções abaixo: Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
Cadastro de beneficiario,"Estou ligando nos numero que tenho e nenhum atende, como se os números não estivesse mas funcionando Preciso fazer o cadastro de um pessoa do Brasil pra poder enviar um dinheiro como faço",Em seu app: Menu -> Beneficiários -> Adicionar Beneficiário depois é só prreencher com os dados bancários
Cadastro de beneficiario,Oi Boa tarde Como eu faço pra excluir um contato?,Boa tarde! Pelo aplicativo da Brastel:  Menu -> Beneficiários -> Clicar no beneficiário -> Excluir
Problemas/Duvidas de atualizacao de dados cadastrais,Eu enviei a foto do meu zairyu atualizado Será que já posso usar o cartão?,"Sim, já pode enviar as remessas"
Reembolso,"Ok, entendi, vou providenciar um familiar pra fazer a remessa ! Como que peço o reembolso dos valores ?","Bom dia! O reembolso deve ser solicitado via aplicativo acessando o Menu > Minha Conta > Reembolso. Qualquer dúvida, estaremos à disposição!"
Termos e condicoes do servico,Olá boa tarde tenho o novo cartão da brastel pra remessas grandes porém nunca usei e gostaria de usar é igual o outro ou muda alguma coisa por nunca ter usado ?,"Bom dia, C#5364427  Para quem efetua depósitos acima de 100mil o novo cartão ira facilitar pois poderá ser efetuado com um único deposito. Às taxas de depósito do cartão laranja variam de acordo com o dia e o horário do depósito:  Valor máximo por deposito: 1.000.000 . Taxas de deposito: Segunda a sexta (8:45 ~ 18:00) Sabado (9:00 ~ 14:00) 1.000 ~ 110.000 =440 110.001 ~ 1.000.000 = 550  Fora dos horários indicados acima e nos feriados bancários: 1.000 ~ 110.000 = 550 110.001 ~ 1.000.000 = 660  As taxas serão deduzidas quando o dinheiros for transferido para o saldo da sua conta no aplicativo (App)."
Cadastro de beneficiario,Bom dia gostaria de umas informações Se por essa conta do brastel remit eu consigo enviar dinheiro para o Vietnã?,"Bom dia, ! C#6692628  Sim, ao clicar para registrar um novo beneficiário em opções de destino está disponível para enviar para o Vietnã. Qualquer dúvida estamos à disposição. Obrigado."
Cadastro de beneficiario,"Bom dia,meu filho trocou de serviço no Brasil,por isso teve q trocar de conta,já cadastrei os dados novos,preciso esperar pra fazer remessa??","Boa tarde, sra Fabiana  Com os dados já registrados, a senhora ja pode fazer a remessa. Confira os dados bancários do seu beneficiário antes de enviar. Rafael Alves Qualquer dúvida estamos à disposição. Obrigado."
Cadastro de beneficiario,Como faço para abrir conta para enviar dinheiro para pagar imóvel Para conta jurídica  E banco digital?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h "
Solicitacao de cartao de remessas,Qual conta vai ter que abrir  Cadastrando o aplicativo já da para enviar dinheiro?  Vcs envia o cartão pra mim ?,"O sr se inscreve na conta da Brastel, e poderá solicitar o cartão de depósito para colocar o valor no seu saldo. Assim que cadastrado o beneficiário, com todas as informações bancárias e CPF/CNPJ, basta enviar a remessa. É tudo realizado dentro do app"
Solicitacao de cartao de remessas,Gostaria de saber se um cartão de deposito que solicitei esta sendo enviado?     Tem como ser um de cada ? O verde e o laranja,"Bom dia, C#6489058  Não há registros de solicitação do cartão. Por favor poderia nos informar qual cartão deseja solicitar, o verde Yucho ou o novo cartão (laranja)?    Bom dia, O cartão laranja do senhor já foi enviado. Para efetuarmos o envio do cartão verde, o senhor pode me confirmar se continua no mesmo endereço?"
Solicitacao de cartao de remessas,Olá tudo bem  voce vai me enviar cartão para fazer a remessa,Você gostaria de um novo cartão? Por favor confirme seu endereço abaixo:  Postal Code xxx-zzzz Prefecture AAAA-KEN City / Ward SSSS-SHI Area AAAAA Number 61 Complement
Acesso a conta,"Bom dia! Eu tinha um ID e senha provisória, pois não estou conseguindo usar meu app e agora não estou conseguindo entrar na minha conta pelo PC. Muito obrigada","Bom dia, para enviarmos uma nova senha temporária, por favor confirme seu e-mail zzzzz@aaa.com"
Tempo de remessa,Boa tarde uma consulta Se eu fizer uma remessa no sábado pela manhã dar pra chegar no Brasil na sexta a noite,"Boa tarde,  A maioria dos pagamentos estão sendo feitos via PIX. Os pagamentos feitos via PIX, são pagos no mesmo dia do envio da remessa, porém quando o PIX não for possível, o banco faz o pagamento via TED que nesse caso somente durante o expediente bancário no Brasil. Qualquer dúvida estamos à disposição. Obrigado."
Termos e condicoes do servico,"Olá! Boa noite Então o limite do valor e de 800 mil yens, mas quero entender se posso enviar 400 mil yens de uma vez??? Ou por vez de 100 mil yens por vez???","Bom dia O limite por transação: 800.000 ienes Limite diário: 1.000.000 ienes Você pode enviar os 400 mil de uma vez. Mas o seu cartão da Brastel limite e ate 100 mil por deposito,precisaria fazer 5 depositos para chegar no valor de 400 mil + taxas de cada deposito de 100 mil. Temos uma opção de depósito com cartão de 1 milhão de ienes e você pode solicitá-lo através do seu aplicativo."
Tempo de remessa,Quanto tempo levará para o beneficiário receber o dinheiro?,"Plantão Especial Bom dia A maioria dos pagamentos estão sendo feitos via PIX. Os pagamentos feitos via PIX, geralmente são pagos no mesmo dia do envio da remessa, porém quando o PIX não for possível, o banco vai pagar via TED que nesse caso somente durtante o expediente bancário no Brasil. Qualquer dúvida estamos à disposição.  Obrigado"
Como se inscrever,Bom dia vcs pode me enviar o documento para mim preencher para mandar dinheiro o Brasil Queria saber como mandar dinheiro pelo pix com celular,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horáriohttps://brastelremit.jp/por/24hh "
Como se inscrever,Olá boa tarde gostaria de saber como faço para obter um Cartão de remessa brastel ?,"Bom dia!  A senhora precisa se inscrever através do aplicativo Brastel Remit e solicitar o cartão pelo app. Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h "
Como se inscrever,Como enviar dinheiro do Japão?,"Bom dia!  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
Como se inscrever,Como enviar dinheiro do Japão?,"Bom dia!  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h "
Tempo de entrega do cartao,Olá! Boa noite! Então gostaria que vc me confirme se chegou o meu pedido de cartão novo pra remessa de 1.000.00 mil yens??? O dia do pedido foi hj e gostaria de saber qdo mais ou menos estarei recebendo??? Desde já agradeço,"Bom dia,  O cartão foi solicitado com sucesso chegará num prazo de 3 a 4 dias uteis. Qualquer dúvida estamos à disposição. Obrigado.  "
Acesso a conta,Oi bom dia Quero entrar na minha conta da Brastel mas tô sem o cartão Não,"Bom dia, O senhor não lembra da senha de login?  "
Acesso a conta,Olá boa noite estou tentando entrar em minha conta e não estou conseguindo abrir,"Bom dia, ! C#3200326  Para recuperar o acesso a sua conta na Brastel, por favor confirme o seu email para receber uma senha temporária e o nome do usuário.  Seu email registrado: aaaa.sss@dd.com"
